Name,Height,Weight,Season,Age,Team,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Jeremy Lamb,77,185,2014-15,22,OKC,NBA,SG,47,633,14.9,0.538,0.444,0.22,1.4,16.5,9.1,10.9,1.7,0.7,9,20.5,1,0.7,1.6,0.123,0.9,0.8,1.6,0.6
Jeremy Lamb,77,185,2015-16,23,CHO,NBA,SG,66,1227,15.9,0.529,0.355,0.173,3.9,18.7,11.2,10.9,1.7,2,8.4,22,1,1.8,2.7,0.107,0.1,0.7,0.8,0.9
Jeremy Lamb,77,185,2016-17,24,CHO,NBA,SG,62,1143,17,0.55,0.297,0.263,2.9,22.6,12.7,11.3,1.2,1.8,6.8,23.2,1.4,1.3,2.7,0.115,0.5,0.1,0.5,0.7
Jeremy Lamb,77,185,2017-18,25,CHO,NBA,SG,80,1967,17,0.559,0.305,0.25,2.7,15.4,8.9,15.4,1.5,1.4,9.1,22.4,3,1.9,4.9,0.12,1.3,0.2,1.6,1.8
Jeremy Lamb,77,185,2018-19,26,CHO,NBA,SG,79,2250,17.3,0.552,0.337,0.266,3.1,18.1,10.4,11.9,1.9,1.2,6.8,22.5,3.3,2,5.3,0.113,1.2,0,1.2,1.8
Jeremy Lamb,77,185,2019-20,27,IND,NBA,SG,46,1291,14.1,0.547,0.33,0.23,2.1,14.9,8.5,10.5,2.1,1.5,8.7,19.7,0.9,1.8,2.7,0.099,-1.1,0.7,-0.4,0.5
Romeo Langford,76,216,2019-20,20,BOS,NBA,SG,27,298,6,0.465,0.359,0.359,5.1,6.4,5.8,2.6,1.3,1.9,10.8,11.9,-0.1,0.3,0.2,0.039,-4.5,-0.1,-4.6,-0.2
Nicolas Laprovittola,76,180,2016-17,27,SAS,NBA,PG,18,174,8.4,0.579,0.574,0.191,0.7,5.7,3.3,23,1.2,0.5,27.2,18.2,0,0.2,0.2,0.044,-3.2,-0.8,-3.9,-0.1
Shane Larkin,71,175,2013-14,21,DAL,NBA,PG,48,489,8.3,0.446,0.277,0.182,2.6,7.3,5,20.4,2.7,0.2,20.9,17.4,-0.4,0.3,-0.1,-0.01,-3.8,0,-3.8,-0.2
Shane Larkin,71,175,2014-15,22,NYK,NBA,PG,76,1865,10.9,0.504,0.269,0.181,1.7,9.4,5.4,19.4,2.6,0.4,15.1,13.6,0.8,0.9,1.7,0.045,-3,0.2,-2.8,-0.4
Shane Larkin,71,175,2015-16,23,BRK,NBA,PG,78,1751,13.3,0.515,0.215,0.213,1.8,9.9,5.8,29.3,2.7,0.6,21,17.7,0.5,1,1.4,0.039,-1.6,-0.4,-2,0
Shane Larkin,71,175,2017-18,25,BOS,NBA,PG,54,775,10.3,0.491,0.393,0.169,2.1,10.7,6.5,18.5,1.9,0.2,12.3,15.5,0.3,1.1,1.4,0.087,-2.8,1.1,-1.7,0.1
Joffrey Lauvergne,83,220,2014-15,23,DEN,NBA,C,24,268,10.5,0.459,0.18,0.315,10.5,20.9,15.5,7.5,1.5,2.9,17.8,19.9,-0.2,0.3,0.1,0.012,-4.8,-0.8,-5.6,-0.2
Joffrey Lauvergne,83,220,2015-16,24,DEN,NBA,C,59,1041,15.7,0.567,0.139,0.182,8.1,23.1,15.4,9.1,0.6,1.2,11.6,19.5,1.6,0.7,2.3,0.105,-0.3,-1.3,-1.6,0.1
Joffrey Lauvergne,83,220,2016-17,25,TOT,NBA,PF-C,70,980,12.6,0.509,0.292,0.217,8,20.2,14.1,10.8,1.3,0.5,13.2,18.5,0.4,1.1,1.5,0.075,-1.5,-0.7,-2.2,-0.1
Joffrey Lauvergne,83,220,2017-18,26,SAS,NBA,C,55,534,16.5,0.536,0.026,0.247,13,22.6,17.8,12.2,0.9,0.5,13.5,20.4,0.6,0.7,1.3,0.12,-0.4,-0.6,-1,0.1
Vic Law,79,200,2019-20,24,ORL,NBA,SF,5,9,-16.6,0,0.333,0.667,0,12.4,6,0,0,0,0,18.6,-0.1,0,-0.1,-0.456,-17,-8.2,-25.2,-0.1
Ty Lawson,71,195,2009-10,22,DEN,NBA,PG,65,1318,16.4,0.6,0.213,0.359,3.7,7.1,5.4,24.2,1.8,0.1,15.4,18,2.9,0.9,3.7,0.135,1.5,-0.4,1.1,1
Ty Lawson,71,195,2010-11,23,DEN,NBA,PG,80,2103,17.9,0.593,0.249,0.327,3.8,7.6,5.7,28.3,1.9,0.1,14.8,19.6,5.1,1.6,6.7,0.153,2.4,-0.3,2.1,2.2
Ty Lawson,71,195,2011-12,24,DEN,NBA,PG,61,2124,19.4,0.579,0.261,0.282,3.1,9.2,6.2,30.2,2,0.2,14.7,21.2,5.7,1.2,6.9,0.157,3.6,-0.4,3.2,2.8
Ty Lawson,71,195,2012-13,25,DEN,NBA,PG,73,2513,17.9,0.549,0.239,0.32,1.6,7.1,4.4,30.2,2.1,0.2,14.1,22.3,5.6,1.8,7.4,0.141,2.5,-0.5,2,2.5
Ty Lawson,71,195,2013-14,26,DEN,NBA,PG,62,2222,19,0.554,0.251,0.504,1.9,8.5,5.2,38.2,2.2,0.3,16.9,22.7,4.8,1.5,6.3,0.136,2.9,-0.5,2.3,2.5
Ty Lawson,71,195,2014-15,27,DEN,NBA,PG,75,2665,18.5,0.526,0.221,0.392,1.6,8.1,4.7,43,1.7,0.3,14.6,20.6,6,1,7,0.126,3,-0.9,2.2,2.8
Ty Lawson,71,195,2015-16,28,TOT,NBA,PG,66,1411,9.7,0.476,0.305,0.243,2,7.4,4.7,24.6,1.9,0.4,19.5,14.9,0.2,0.7,0.9,0.031,-2.4,-1.2,-3.6,-0.6
Ty Lawson,71,195,2016-17,29,SAC,NBA,PG,69,1732,15.4,0.551,0.226,0.416,3,8.9,6,29.9,2.2,0.3,17.3,19.5,2.2,1,3.2,0.088,-0.2,-0.8,-1,0.4
Jake Layman,80,209,2016-17,22,POR,NBA,SF,35,249,4.9,0.404,0.573,0.191,2.7,8,5.3,6.2,1.8,1,10.2,19,-0.4,0.1,-0.3,-0.054,-5.2,-1.2,-6.4,-0.3
Jake Layman,80,209,2017-18,23,POR,NBA,SF,35,160,4.9,0.352,0.426,0.064,2.8,8.1,5.5,9.4,1.9,2,9.4,14.6,-0.3,0.2,-0.1,-0.021,-4.8,0.4,-4.3,-0.1
Jake Layman,80,209,2018-19,24,POR,NBA,SF,71,1327,13.5,0.594,0.427,0.167,4.6,12.6,8.7,5.6,1.1,1.8,9.2,15.9,1.9,1.2,3.1,0.111,-0.1,-0.3,-0.5,0.5
Jake Layman,80,209,2019-20,25,MIN,NBA,PF,23,505,10.3,0.544,0.402,0.179,3.4,8.7,6,4.4,1.6,1.6,11.1,17.7,0,0.3,0.3,0.029,-2.7,-1,-3.7,-0.2
Caris LeVert,NA,NA,2016-17,22,BRK,NBA,SF,57,1237,12.3,0.556,0.484,0.245,2,13.9,8,13.7,1.9,0.5,12.3,16.6,0.8,1,1.8,0.07,-1.3,0.3,-1.1,0.3
Caris LeVert,NA,NA,2017-18,23,BRK,NBA,SF,71,1864,14.2,0.525,0.333,0.254,3,11.9,7.4,26,2.1,0.9,15.8,22.5,0.7,1.6,2.3,0.058,-0.8,0,-0.8,0.6
Caris LeVert,NA,NA,2018-19,24,BRK,NBA,SF,40,1063,14.9,0.509,0.319,0.255,3.5,11.4,7.5,23.2,1.9,1,11.4,24,0.5,1.2,1.7,0.077,-0.3,0.5,0.2,0.6
Caris LeVert,NA,NA,2019-20,25,BRK,NBA,SG,39,1131,15.1,0.509,0.31,0.264,3.7,10.6,7.2,23.5,1.8,0.5,12.6,28.8,-0.1,1.2,1.2,0.05,0.1,-0.7,-0.6,0.4
T.J. Leaf,82,225,2017-18,20,IND,NBA,PF,53,459,10.7,0.545,0.309,0.118,7.2,13,10.1,2.8,0.5,0.8,6.5,14.9,0.5,0.3,0.8,0.082,-1.4,-1.7,-3.1,-0.1
T.J. Leaf,82,225,2018-19,21,IND,NBA,PF,58,522,16.9,0.572,0.169,0.169,9.3,17.1,13.3,6.9,0.8,3.2,5.8,17.5,0.9,0.7,1.6,0.148,0.3,-0.6,-0.3,0.2
T.J. Leaf,82,225,2019-20,22,IND,NBA,PF,25,193,13.8,0.485,0.203,0.174,12.1,24.4,18.3,4.3,2,1.4,8.6,18.5,0,0.3,0.4,0.088,-1.4,-0.1,-1.5,0
Jalen Lecque,NA,NA,2019-20,19,PHO,NBA,PG,4,26,5,0.46,0.4,0.2,0,0,0,11.1,0,0,8.4,19.4,0,0,0,-0.042,-5.7,-3.6,-9.3,0
Courtney Lee,77,215,2008-09,23,ORL,NBA,SG,77,1939,10.7,0.556,0.376,0.174,1.1,9.1,5.2,7.6,2,0.5,10.6,15.5,1.3,3.1,4.4,0.108,-2.1,1.9,-0.1,0.9
Courtney Lee,77,215,2009-10,24,NJN,NBA,SG,71,2375,12.8,0.525,0.29,0.197,2.8,9.7,6.1,9,2.1,0.6,8.3,17.7,1.8,1.3,3.1,0.063,-1,-0.4,-1.4,0.4
Courtney Lee,77,215,2010-11,25,HOU,NBA,SG,81,1723,12.6,0.534,0.302,0.208,3.3,10.4,6.9,8.9,1.7,0.7,9.8,17.9,1.6,1.1,2.7,0.076,-0.7,-0.5,-1.1,0.4
Courtney Lee,77,215,2011-12,26,HOU,NBA,SG,58,1757,12.6,0.534,0.374,0.148,1.7,8.9,5.2,7.9,2,0.9,9.4,17.6,1.8,1.4,3.2,0.087,-0.4,0.3,0,0.9
Courtney Lee,77,215,2012-13,27,BOS,NBA,SG,78,1941,11.7,0.545,0.294,0.136,1.9,9.4,5.8,11.7,2.4,0.9,13,15.7,0.9,2.4,3.3,0.082,-1.8,1.2,-0.5,0.7
Courtney Lee,77,215,2013-14,28,TOT,NBA,SG,79,1973,13.8,0.574,0.316,0.182,1.7,9.5,5.6,9.3,1.7,1.2,9.9,17,2.8,1.9,4.7,0.114,0.1,0.8,0.9,1.5
Courtney Lee,77,215,2014-15,29,MEM,NBA,SG,77,2354,11.5,0.555,0.348,0.201,1,7.6,4.3,9.8,1.7,0.4,10,15.2,2.5,2.4,4.8,0.099,-1,0.5,-0.5,0.9
Courtney Lee,77,215,2015-16,30,TOT,NBA,SG,79,2334,11.5,0.551,0.34,0.185,1.4,8.7,4.9,9.1,1.9,1.1,9.4,14.7,2.1,1.7,3.9,0.08,-1.3,0.3,-1,0.6
Courtney Lee,77,215,2016-17,31,NYK,NBA,SG,77,2459,12.2,0.559,0.382,0.139,2.3,9,5.7,10.6,1.6,0.8,8.5,14.4,3.1,1.1,4.2,0.081,-0.7,-0.2,-0.9,0.7
Courtney Lee,77,215,2017-18,32,NYK,NBA,SG,76,2310,13,0.564,0.368,0.164,1.4,9.3,5.4,11.3,1.7,0.6,9.4,16.9,2.7,1.2,3.9,0.082,-0.1,-0.2,-0.3,1
Courtney Lee,77,215,2018-19,33,TOT,NBA,SG,34,428,10.3,0.492,0.426,0.163,2.2,11.2,6.7,12.8,2.4,0.6,9.2,15.3,0.1,0.4,0.4,0.05,-3.4,0.8,-2.5,-0.1
Courtney Lee,77,215,2019-20,34,DAL,NBA,SG,24,345,10.9,0.629,0.573,0.085,2.2,7.4,4.9,4.7,2.5,1.5,11.4,11.9,0.3,0.4,0.7,0.098,-2.1,1.6,-0.5,0.1
Damion Lee,77,210,2017-18,25,ATL,NBA,SG,15,404,12,0.489,0.395,0.191,3,16.6,9.8,11.2,2.3,0.2,7.8,19.3,0,0.4,0.4,0.046,-2.3,0.4,-1.9,0
Damion Lee,77,210,2018-19,26,GSW,NBA,SG,32,375,11.9,0.578,0.535,0.173,2.4,15.3,9.1,4.5,1.6,0,7.4,16.8,0.3,0.4,0.7,0.09,-1.2,-1.1,-2.2,0
Damion Lee,77,210,2019-20,27,GSW,NBA,SG,49,1423,12.7,0.548,0.468,0.247,2.4,16.3,9.1,14.4,1.7,0.4,10.6,19,0.9,0.8,1.7,0.058,-1.5,-0.8,-2.3,-0.1
Walt Lemon,75,180,2017-18,25,NOP,NBA,PG,5,35,6.9,0.491,0.063,0.188,0,6,3.1,21.1,0,2.3,18.8,26.4,-0.1,0,-0.1,-0.071,-5.3,-2.9,-8.2,-0.1
Walt Lemon,75,180,2018-19,26,CHI,NBA,PG,6,167,16.3,0.468,0.057,0.126,2.6,15.1,8.8,30.3,3.2,0.5,9.8,26.6,-0.1,0.2,0.1,0.026,-2.4,0.2,-2.2,0
Alex Len,84,250,2013-14,20,PHO,NBA,C,42,362,7.3,0.469,0,0.397,12.1,18.6,15.3,1.6,0.6,3.8,22.1,14.3,-0.2,0.4,0.2,0.024,-5.9,-0.7,-6.6,-0.4
Alex Len,84,250,2014-15,21,PHO,NBA,C,69,1518,13.5,0.542,0.008,0.295,10.2,22.7,16.4,3.1,1.1,5.3,15.7,13.7,1.2,2.1,3.4,0.107,-2.8,1,-1.8,0.1
Alex Len,84,250,2015-16,22,PHO,NBA,C,78,1821,12.4,0.482,0.011,0.383,10.4,25.4,17.7,8.5,1,2.8,16.6,20.4,-0.5,1.8,1.3,0.035,-3.5,-0.8,-4.3,-1
Alex Len,84,250,2016-17,23,PHO,NBA,C,77,1560,15,0.553,0.026,0.449,10.6,25.3,17.8,4.2,1.2,5.1,15.5,17.6,1.2,1.7,3,0.091,-2.4,0.1,-2.3,-0.1
Alex Len,84,250,2017-18,24,PHO,NBA,C,69,1395,19.4,0.612,0.008,0.611,13.2,26.7,19.8,9.1,0.9,3.5,14,17,3.2,1.3,4.5,0.154,0.6,-0.3,0.3,0.8
Alex Len,84,250,2018-19,25,ATL,NBA,C,77,1544,17.2,0.575,0.315,0.333,10.5,18.5,14.4,8.6,0.8,3.9,11.5,22.1,2.2,1,3.2,0.1,0,-1.3,-1.2,0.3
Alex Len,84,250,2019-20,26,TOT,NBA,C,49,895,18,0.596,0.185,0.301,11.4,24.5,17.9,8.1,1.2,4.5,12.8,18.3,1.4,0.9,2.3,0.122,-0.2,-0.2,-0.5,0.3
Kawhi Leonard,NA,NA,2011-12,20,SAS,NBA,SF,64,1534,16.6,0.573,0.27,0.218,7.9,16.4,12.2,6.6,2.9,1.1,9,14.5,3.1,2.4,5.5,0.171,1.6,1.8,3.4,2.1
Kawhi Leonard,NA,NA,2012-13,21,SAS,NBA,SF,58,1810,16.4,0.592,0.331,0.24,4.3,17.1,11.1,7.7,2.7,1.3,9.6,16.4,3,3.3,6.2,0.166,1.1,2,3.1,2.3
Kawhi Leonard,NA,NA,2013-14,22,SAS,NBA,SF,66,1923,19.4,0.602,0.282,0.195,4.6,18.9,12.1,10.4,3,1.9,10.3,18.3,3.8,3.9,7.7,0.193,2.1,3,5.1,3.5
Kawhi Leonard,NA,NA,2014-15,23,SAS,NBA,SF,64,2033,22,0.567,0.234,0.307,4.8,20.6,12.9,13,3.7,1.8,9.4,23,4.2,4.4,8.6,0.204,2.8,3.1,5.9,4.1
Kawhi Leonard,NA,NA,2015-16,24,SAS,NBA,SF,72,2380,26,0.616,0.267,0.306,4.7,18.4,11.8,13,2.8,2.3,7.8,25.8,8.3,5.5,13.7,0.277,6.1,3,9.1,6.7
Kawhi Leonard,NA,NA,2016-17,25,SAS,NBA,SF,74,2474,27.6,0.61,0.295,0.406,3.7,15.7,9.8,18.9,2.7,1.8,9.1,31.1,8.9,4.7,13.6,0.264,7.1,2.2,9.4,7.1
Kawhi Leonard,NA,NA,2017-18,26,SAS,NBA,SF,9,210,26,0.572,0.315,0.342,3.1,19.1,11.1,17.7,4.3,3.6,11.1,30.6,0.3,0.5,0.9,0.196,5.2,4.9,10.1,0.6
Kawhi Leonard,NA,NA,2018-19,27,TOR,NBA,SF,60,2040,25.8,0.606,0.267,0.377,4.2,18.6,11.6,16.4,2.5,1,8.4,30.3,6.1,3.4,9.5,0.224,6.1,1.1,7.2,4.7
Kawhi Leonard,NA,NA,2019-20,28,LAC,NBA,SF,51,1643,26.7,0.585,0.287,0.344,3.3,19.7,11.7,27,2.6,1.7,10.7,33.2,4.6,3,7.6,0.222,6.5,2.5,9,4.6
Meyers Leonard,84,260,2012-13,20,POR,NBA,C,69,1206,12.1,0.596,0.025,0.321,7.6,17.1,12.3,4.3,0.5,2.4,13.4,13.9,1.8,0.7,2.4,0.097,-2.7,-0.6,-3.3,-0.4
Meyers Leonard,84,260,2013-14,21,POR,NBA,C,40,355,9.4,0.489,0.066,0.231,8,25.5,16.8,7.3,1,1,13,14.2,0.2,0.5,0.6,0.086,-4.7,0.8,-4,-0.2
Meyers Leonard,84,260,2014-15,22,POR,NBA,C,55,847,14.8,0.631,0.457,0.131,5.9,25.3,15.8,5.8,0.6,1.2,13.1,15.8,1.6,1.2,2.8,0.158,0.1,0.5,0.6,0.6
Meyers Leonard,84,260,2015-16,23,POR,NBA,PF,61,1333,11.3,0.561,0.524,0.106,4.1,21.4,12.8,10.6,0.3,1.1,14.5,17.4,1.2,1,2.2,0.078,-1.1,-0.6,-1.7,0.1
Meyers Leonard,84,260,2016-17,24,POR,NBA,PF,74,1222,8.9,0.507,0.563,0.106,2.4,19.1,10.8,8.4,0.5,1.8,8.1,15.5,0.5,0.8,1.4,0.053,-2.6,-0.6,-3.3,-0.4
Meyers Leonard,84,260,2017-18,25,POR,NBA,C,33,254,17.8,0.676,0.333,0.141,5.2,24.7,15,10.6,1.4,0,10.8,16.1,0.7,0.3,1.1,0.2,1,0.9,2,0.3
Meyers Leonard,84,260,2018-19,26,POR,NBA,C,61,878,15.8,0.675,0.459,0.211,6.1,21.8,14.2,11.8,0.7,0.8,14,14.8,2.1,0.9,3,0.164,1.5,0.3,1.8,0.8
Meyers Leonard,84,260,2019-20,27,MIA,NBA,C,49,987,11.1,0.64,0.534,0.117,3.2,24.1,14.1,7.7,0.6,1.5,13,12,1,1.1,2.1,0.104,-1,0.4,-0.6,0.3
Jon Leuer,82,228,2011-12,22,MIL,NBA,PF,46,555,15.3,0.536,0.047,0.147,8.7,15.3,11.9,7.3,1.3,2.3,8.1,17.6,0.9,0.5,1.4,0.122,-0.3,0,-0.3,0.2
Jon Leuer,82,228,2012-13,23,TOT,NBA,PF-C,28,187,10.4,0.485,0.058,0.25,7.9,15.5,11.6,6.8,1.7,0,12.2,15.9,0,0.2,0.2,0.057,-3.3,-0.7,-4,-0.1
Jon Leuer,82,228,2013-14,24,MEM,NBA,PF,49,642,17.6,0.566,0.199,0.191,6.8,22.4,14.6,5.2,1.5,1.7,9.2,21.1,1.1,0.9,2,0.149,1,0,1,0.5
Jon Leuer,82,228,2014-15,25,MEM,NBA,PF,63,824,11.9,0.478,0.106,0.216,7,21.7,14.3,8.8,1.1,0.9,10.5,18.6,0.2,1.2,1.3,0.078,-2.5,-0.3,-2.8,-0.1
Jon Leuer,82,228,2015-16,26,PHO,NBA,PF,67,1255,16.2,0.555,0.236,0.217,6.4,26.3,16.1,9.6,1.5,2,12.8,19.8,1.4,1.3,2.7,0.103,0.1,0,0,0.6
Jon Leuer,82,228,2016-17,27,DET,NBA,PF,75,1944,14.2,0.551,0.259,0.175,5.5,17.5,11.3,8.6,0.8,1.1,8.7,17.3,2.5,2,4.5,0.112,-0.4,0.3,-0.1,1
Jon Leuer,82,228,2017-18,28,DET,NBA,PF,8,136,8.9,0.505,0.083,0.417,5.6,20.7,13,5.3,0.4,2,14.1,16.1,0,0.1,0.1,0.05,-4.3,-0.3,-4.6,-0.1
Jon Leuer,82,228,2018-19,29,DET,NBA,PF,41,402,13.2,0.616,0.097,0.274,7.1,19.8,13.2,5.5,1.5,0.8,15.4,16.1,0.4,0.5,0.9,0.11,-2.8,0.4,-2.5,0
DeAndre Liggins,78,209,2011-12,23,ORL,NBA,SF,17,115,8.9,0.495,0.16,0.76,5.9,9.2,7.5,7.1,2.8,0,23.1,17.7,-0.1,0.1,0,0,-4.2,-0.3,-4.5,-0.1
DeAndre Liggins,78,209,2012-13,24,OKC,NBA,SG,39,290,9.4,0.528,0.404,0.383,5.5,14.7,10.5,7.2,3.2,0.8,20.3,10.8,0.1,0.5,0.6,0.092,-3.2,2.5,-0.7,0.1
DeAndre Liggins,78,209,2013-14,25,MIA,NBA,SG,1,1,129.1,1,0,0,100,0,62.8,0,0,0,0,47.8,0,0,0,2.123,42.1,-0.6,41.5,0
DeAndre Liggins,78,209,2016-17,28,TOT,NBA,SG,62,777,7.5,0.476,0.324,0.282,2.9,12.2,7.7,9.2,3,1.5,20.8,11.6,-0.4,0.9,0.5,0.031,-4.5,2.4,-2.2,0
DeAndre Liggins,78,209,2017-18,29,TOT,NBA,SG,58,724,6,0.467,0.5,0.047,1.1,10.6,5.9,8.4,2.5,1.6,15.6,7.9,-0.2,0.7,0.5,0.034,-4.3,1.8,-2.5,-0.1
Damian Lillard,74,195,2012-13,22,POR,NBA,PG,82,3167,16.4,0.546,0.391,0.249,1.5,8,4.7,28.8,1.2,0.5,14.5,24.2,5.1,0.7,5.8,0.088,2.1,-1.9,0.3,1.8
Damian Lillard,74,195,2013-14,23,POR,NBA,PG,82,2937,18.6,0.568,0.425,0.327,1.3,9.2,5.3,25.1,1.1,0.5,11.5,25,7.8,1.8,9.6,0.157,3.8,-0.6,3.2,3.9
Damian Lillard,74,195,2014-15,24,POR,NBA,PG,82,2925,20.7,0.56,0.421,0.293,1.8,11.8,6.9,29,1.7,0.5,12.6,26.9,7.3,3.3,10.6,0.174,4.3,0.3,4.7,4.9
Damian Lillard,74,195,2015-16,25,POR,NBA,PG,75,2676,22.2,0.56,0.414,0.315,1.8,10.4,6.1,33.6,1.2,0.8,12.6,31.3,7.7,1.4,9.2,0.165,5.7,-1.3,4.4,4.3
Damian Lillard,74,195,2016-17,26,POR,NBA,PG,75,2694,24.1,0.586,0.389,0.366,1.9,13.3,7.6,28.7,1.3,0.6,10.2,31.5,8.8,1.5,10.4,0.185,6.1,-1.1,5,4.8
Damian Lillard,74,195,2017-18,27,POR,NBA,PG,73,2670,25.2,0.594,0.445,0.38,2.6,10.6,6.6,30.9,1.4,0.8,11.1,30.6,9.9,2.7,12.6,0.227,7,0.3,7.2,6.3
Damian Lillard,74,195,2018-19,28,POR,NBA,PG,80,2838,23.7,0.588,0.419,0.335,2.6,11.1,7,30.6,1.5,1,10.8,29.3,9.7,2.4,12.1,0.205,6.6,-0.3,6.4,6
Damian Lillard,74,195,2019-20,29,POR,NBA,PG,58,2140,26.2,0.619,0.493,0.377,1.5,10.5,6.1,34.1,1.3,0.8,11,30.2,8.9,0.7,9.6,0.215,7.9,-0.7,7.2,5
Jeremy Lin,75,200,2010-11,22,GSW,NBA,PG,29,285,14.8,0.458,0.069,0.347,4.7,8.9,6.8,20.4,5.9,2.4,17.8,15.6,0,0.4,0.5,0.078,-2.1,4.4,2.2,0.3
Jeremy Lin,75,200,2011-12,23,NYK,NBA,PG,35,940,19.9,0.552,0.196,0.478,2.2,11.1,6.6,41,3,0.8,21.4,28.1,1.3,1.4,2.7,0.14,2.6,1.2,3.8,1.4
Jeremy Lin,75,200,2012-13,24,HOU,NBA,PG,82,2640,14.9,0.538,0.287,0.307,1.4,9.1,5.3,29.4,2.5,0.8,18.8,20.8,3,2.5,5.4,0.099,-0.1,0.4,0.3,1.5
Jeremy Lin,75,200,2013-14,25,HOU,NBA,PG,71,2054,14.3,0.572,0.346,0.4,2,7.8,5.1,22.3,1.7,1,18.4,20.4,2.8,1.6,4.4,0.103,0.2,-0.4,-0.2,0.9
Jeremy Lin,75,200,2014-15,26,LAL,NBA,PG,74,1907,15.6,0.539,0.269,0.41,1.4,10.2,5.7,28.6,2.2,1.4,17.7,21.9,1.8,0.8,2.7,0.068,0.1,-0.5,-0.4,0.8
Jeremy Lin,75,200,2015-16,27,CHO,NBA,SG,78,2048,13.8,0.534,0.31,0.401,2.2,11.4,6.8,18.6,1.4,1.7,14.9,22.2,1.3,2.3,3.5,0.082,-1,0,-0.9,0.5
Jeremy Lin,75,200,2016-17,28,BRK,NBA,PG,36,883,19.2,0.566,0.39,0.353,1.3,14.7,8.1,35.5,2.3,1.2,15.7,26.6,1.3,0.8,2.1,0.116,1.9,0.1,2,0.9
Jeremy Lin,75,200,2017-18,29,BRK,NBA,PG,1,25,15.9,0.597,0.167,0.583,0,0,0,27.1,0,0,16.6,31.3,0,0,0,0.087,-1,-4.4,-5.4,0
Jeremy Lin,75,200,2018-19,30,TOT,NBA,PG,74,1436,13.5,0.558,0.346,0.388,1.6,11.7,6.6,23.4,1.5,0.8,16.4,21.8,1.2,0.9,2.1,0.07,-1.4,-0.9,-2.2,-0.1
Nassir Little,NA,NA,2019-20,19,POR,NBA,PF,48,573,9.7,0.505,0.391,0.291,5.7,13.7,9.8,5.1,1.1,2.1,8.1,13.7,0.3,0.3,0.6,0.05,-2.9,-0.6,-3.5,-0.2
Zach Lofton,76,180,2018-19,26,DET,NBA,SG,1,4,-10,0,1,0,0,0,0,0,12.3,0,50,21.6,-0.1,0,0,-0.447,-17.4,6,-11.5,0
Shawn Long,81,255,2016-17,24,PHI,NBA,C,18,234,24.1,0.595,0.174,0.321,19.3,20.8,20,10.7,1.9,3.1,9.5,25.4,0.6,0.3,0.9,0.195,2.3,-1.1,1.2,0.2
Kevon Looney,81,220,2015-16,19,GSW,NBA,PF,5,21,18.6,0.643,0.286,0,21.8,29.1,25.6,0,0,0,12.5,16.5,0.1,0,0.1,0.192,1.6,-4.1,-2.5,0
Kevon Looney,81,220,2016-17,20,GSW,NBA,C,53,447,13.6,0.553,0.084,0.318,11.5,18.5,15.2,8.5,1.6,3,12.2,13.4,0.7,0.8,1.4,0.155,-2.4,0.7,-1.7,0
Kevon Looney,81,220,2017-18,21,GSW,NBA,C,66,910,14.8,0.588,0.026,0.399,11,15.2,13.2,6,1.8,4.9,12,12.4,1.5,1.3,2.8,0.145,-1.2,1,-0.2,0.4
Kevon Looney,81,220,2018-19,22,GSW,NBA,C,80,1481,17.3,0.636,0.029,0.303,14.6,15.4,15,10.9,1.5,3,11.5,12.8,4.2,1.8,6,0.194,0.1,0.4,0.5,0.9
Kevon Looney,81,220,2019-20,23,GSW,NBA,C,20,262,9.4,0.403,0.177,0.152,11.2,16.3,13.6,11.1,2.2,2.1,12.5,15.7,-0.2,0.2,0,0.005,-4.8,-0.8,-5.5,-0.2
Brook Lopez,84,270,2008-09,20,NJN,NBA,C,82,2501,17.9,0.568,0.002,0.257,10.6,21.2,15.8,6.2,0.9,4.9,13.5,20.3,3.2,2.7,5.8,0.112,-0.3,-0.3,-0.6,0.9
Brook Lopez,84,270,2009-10,21,NJN,NBA,C,82,3027,20.1,0.57,0.002,0.451,9.9,17.5,13.5,11.8,1,3.4,13.1,23.6,5.5,2.4,7.9,0.125,1.6,-0.5,1.2,2.5
Brook Lopez,84,270,2010-11,22,NJN,NBA,C,82,2889,19.3,0.549,0.001,0.374,7.8,12.3,10,8.8,0.9,3.2,10.4,27.3,4.4,1.9,6.3,0.105,1.4,-0.9,0.6,1.9
Brook Lopez,84,270,2011-12,23,NJN,NBA,C,5,136,21.9,0.527,0,0.416,6.6,8.8,7.7,10.2,0.4,2.3,6.2,32.7,0.3,0,0.3,0.091,3.4,-2.8,0.6,0.1
Brook Lopez,84,270,2012-13,24,BRK,NBA,C,74,2253,24.7,0.567,0.001,0.358,10.8,16.1,13.4,6.4,0.8,5.2,9.4,28.6,6.4,2.6,9,0.191,3.4,-0.2,3.2,3
Brook Lopez,84,270,2013-14,25,BRK,NBA,C,17,533,25.4,0.629,0.004,0.502,8.8,14.1,11.5,6.1,0.9,4.8,9.1,27.1,1.9,0.5,2.3,0.211,4,-0.3,3.7,0.8
